MOLECULE,Source,SMILES,meanComplexity,stdevComplexity,Votes,DESCRIPTORCOMPLEXITY_APCOMPLEX,DESCRIPTORCOMPLEXITY_TTCOMPLEX,DESCRIPTORCOMPLEXITY_UNIQUEAP,DESCRIPTORCOMPLEXITY_UNIQUETT,MOE_2D_APOL,MOE_2D_A_ACC,MOE_2D_A_ACID,MOE_2D_A_ARO,MOE_2D_A_BASE,MOE_2D_A_COUNT,MOE_2D_A_DON,MOE_2D_A_HEAVY,MOE_2D_A_HYD,MOE_2D_A_IC,MOE_2D_A_ICM,MOE_2D_A_NB,MOE_2D_A_NBR,MOE_2D_A_NC,MOE_2D_A_NCL,MOE_2D_A_NF,MOE_2D_A_NH,MOE_2D_A_NI,MOE_2D_A_NN,MOE_2D_A_NO,MOE_2D_A_NP,MOE_2D_A_NS,MOE_2D_BALABANJ,MOE_2D_BCUT_PEOE_0,MOE_2D_BCUT_PEOE_1,MOE_2D_BCUT_PEOE_2,MOE_2D_BCUT_PEOE_3,MOE_2D_BCUT_SLOGP_0,MOE_2D_BCUT_SLOGP_1,MOE_2D_BCUT_SLOGP_2,MOE_2D_BCUT_SLOGP_3,MOE_2D_BCUT_SMR_0,MOE_2D_BCUT_SMR_1,MOE_2D_BCUT_SMR_2,MOE_2D_BCUT_SMR_3,MOE_2D_BPOL,MOE_2D_B_1ROTN,MOE_2D_B_1ROTR,MOE_2D_B_AR,MOE_2D_B_COUNT,MOE_2D_B_DOUBLE,MOE_2D_B_HEAVY,MOE_2D_B_ROTN,MOE_2D_B_ROTR,MOE_2D_B_SINGLE,MOE_2D_B_TRIPLE,MOE_2D_CHI0,MOE_2D_CHI0V,MOE_2D_CHI0V_C,MOE_2D_CHI0_C,MOE_2D_CHI1,MOE_2D_CHI1V,MOE_2D_CHI1V_C,MOE_2D_CHI1_C,MOE_2D_CHIRAL,MOE_2D_CHIRAL_U,MOE_2D_DENSITY,MOE_2D_DIAMETER,MOE_2D_FCHARGE,MOE_2D_GCUT_PEOE_0,MOE_2D_GCUT_PEOE_1,MOE_2D_GCUT_PEOE_2,MOE_2D_GCUT_PEOE_3,MOE_2D_GCUT_SLOGP_0,MOE_2D_GCUT_SLOGP_1,MOE_2D_GCUT_SLOGP_2,MOE_2D_GCUT_SLOGP_3,MOE_2D_GCUT_SMR_0,MOE_2D_GCUT_SMR_1,MOE_2D_GCUT_SMR_2,MOE_2D_GCUT_SMR_3,MOE_2D_KIER1,MOE_2D_KIER2,MOE_2D_KIER3,MOE_2D_KIERA1,MOE_2D_KIERA2,MOE_2D_KIERA3,MOE_2D_KIERFLEX,MOE_2D_LIP_ACC,MOE_2D_LIP_DON,MOE_2D_LIP_DRUGLIKE,MOE_2D_LIP_VIOLATION,MOE_2D_LOGP(O/W),MOE_2D_LOGS,MOE_2D_MR,MOE_2D_MUTAGENIC,MOE_2D_NMOL,MOE_2D_OPR_BRIGID,MOE_2D_OPR_LEADLIKE,MOE_2D_OPR_NRING,MOE_2D_OPR_NROT,MOE_2D_OPR_VIOLATION,MOE_2D_PC+,MOE_2D_PC-,MOE_2D_PEOE_PC+,MOE_2D_PEOE_PC-,MOE_2D_PEOE_RPC+,MOE_2D_PEOE_RPC-,MOE_2D_PEOE_VSA+0,MOE_2D_PEOE_VSA+1,MOE_2D_PEOE_VSA+2,MOE_2D_PEOE_VSA+3,MOE_2D_PEOE_VSA+4,MOE_2D_PEOE_VSA+5,MOE_2D_PEOE_VSA+6,MOE_2D_PEOE_VSA-0,MOE_2D_PEOE_VSA-1,MOE_2D_PEOE_VSA-2,MOE_2D_PEOE_VSA-3,MOE_2D_PEOE_VSA-4,MOE_2D_PEOE_VSA-5,MOE_2D_PEOE_VSA-6,MOE_2D_PEOE_VSA_FHYD,MOE_2D_PEOE_VSA_FNEG,MOE_2D_PEOE_VSA_FPNEG,MOE_2D_PEOE_VSA_FPOL,MOE_2D_PEOE_VSA_FPOS,MOE_2D_PEOE_VSA_FPPOS,MOE_2D_PEOE_VSA_HYD,MOE_2D_PEOE_VSA_NEG,MOE_2D_PEOE_VSA_PNEG,MOE_2D_PEOE_VSA_POL,MOE_2D_PEOE_VSA_POS,MOE_2D_PEOE_VSA_PPOS,MOE_2D_PETITJEAN,MOE_2D_PETITJEANSC,MOE_2D_Q_PC+,MOE_2D_Q_PC-,MOE_2D_Q_RPC+,MOE_2D_Q_RPC-,MOE_2D_Q_VSA_FHYD,MOE_2D_Q_VSA_FNEG,MOE_2D_Q_VSA_FPNEG,MOE_2D_Q_VSA_FPOL,MOE_2D_Q_VSA_FPOS,MOE_2D_Q_VSA_FPPOS,MOE_2D_Q_VSA_HYD,MOE_2D_Q_VSA_NEG,MOE_2D_Q_VSA_PNEG,MOE_2D_Q_VSA_POL,MOE_2D_Q_VSA_POS,MOE_2D_Q_VSA_PPOS,MOE_2D_RADIUS,MOE_2D_REACTIVE,MOE_2D_RINGS,MOE_2D_RPC+,MOE_2D_RPC-,MOE_2D_RSYNTH,MOE_2D_SLOGP,MOE_2D_SLOGP_VSA0,MOE_2D_SLOGP_VSA1,MOE_2D_SLOGP_VSA2,MOE_2D_SLOGP_VSA3,MOE_2D_SLOGP_VSA4,MOE_2D_SLOGP_VSA5,MOE_2D_SLOGP_VSA6,MOE_2D_SLOGP_VSA7,MOE_2D_SLOGP_VSA8,MOE_2D_SLOGP_VSA9,MOE_2D_SMR,MOE_2D_SMR_VSA0,MOE_2D_SMR_VSA1,MOE_2D_SMR_VSA2,MOE_2D_SMR_VSA3,MOE_2D_SMR_VSA4,MOE_2D_SMR_VSA5,MOE_2D_SMR_VSA6,MOE_2D_SMR_VSA7,MOE_2D_TPSA,MOE_2D_VADJEQ,MOE_2D_VADJMA,MOE_2D_VDISTEQ,MOE_2D_VDISTMA,MOE_2D_VDW_AREA,MOE_2D_VDW_VOL,MOE_2D_VSA_ACC,MOE_2D_VSA_ACID,MOE_2D_VSA_BASE,MOE_2D_VSA_DON,MOE_2D_VSA_HYD,MOE_2D_VSA_OTHER,MOE_2D_VSA_POL,MOE_2D_WEIGHT,MOE_2D_WEINERPATH,MOE_2D_WEINERPOL,MOE_2D_ZAGREB,SP3CARBONS_CAR_ALLATOM_RATIO,SP3CARBONS_CAR_ALLCARBON_RATIO,SP3CARBONS_CAR_COUNT,SP3CARBONS_CHIRAL_ALLATOM_RATIO,SP3CARBONS_CHIRAL_ALLCARBON_RATIO,SP3CARBONS_CHIRAL_COUNT,SP3CARBONS_CSP2_ALLATOM_RATIO,SP3CARBONS_CSP2_ALLCARBON_RATIO,SP3CARBONS_CSP2_COUNT,SP3CARBONS_CSP3_ALLATOM_RATIO,SP3CARBONS_CSP3_ALLCARBON_RATIO,SP3CARBONS_CSP3_COUNT,SP3CARBONS_CSP_ALLATOM_RATIO,SP3CARBONS_CSP_ALLCARBON_RATIO,SP3CARBONS_CSP_COUNT,SP3CARBONS_TOTALATOM_COUNT,SP3CARBONS_TOTALCARBON_COUNT
209162_B,,C[C@H](CNC1CCCCC1)OC(=O)c1ccccc1,1.738095238,0.656814963,42,0.55,0.62,94,18,46.867031,1,0,6,1,43,0,19,15,57.290283,1.3323323,0,0,16,0,0,24,0,1,2,0,0,1.6090841,-2.8060822,-0.51066542,0.65514767,2.7896202,-3.4190276,-0.50625825,0.66000098,2.8257408,-2.5910397,-0.43791449,0.70507878,3.0034597,29.110968,5,0.25,6,44,1,20,6,0.30000001,37,0,13.501789,11.677939,10.284093,11.087576,9.2540197,7.3483109,5.9627786,6.9519253,1,0,0.74761003,12,1,-0.86816412,-0.34147465,0.12629525,2.7331235,-2.2478807,-0.26386139,0.13900155,2.7038765,-0.63635951,-0.21409711,0.15971783,2.9137745,15.39,8.3232002,5.4791913,12.825631,6.8613009,4.4785972,4.6316061,3,2,1,0,3.8970001,-3.3075099,7.8266711,0,1,12,1,2,7,0,0,0,1.5527819,-0.55278194,0.24785182,0.53117126,155.8764,33.825527,5.6825762,0,8.458519,21.408051,20.299505,0,0,0,0,0,16.070677,0,0.746822,0.061427258,0.061427258,0.25317803,0.93857276,0.19175076,195.38451,16.070677,16.070677,66.236755,245.55058,50.166077,0.5,1,0,0,0,0,1,0,0,0,1,0,261.62128,0,0,0,261.62128,0,6,0,2,0,0,1,2.128,18.01075,7.7454643,21.450506,18.439579,27.047791,0,0,88.215919,94.342026,33.326015,7.4984899,34.862103,18.01075,0,13.636193,0,182.55795,26.185041,33.326015,42.91,0.5023343,5.321928,3.3668442,8.1591063,261.62128,318.58987,13.566921,0,5.6825762,5.6825762,225.15952,17.212255,19.249496,262.37299,830,23,90,0.316,0.375,6,0.053,0.062,1,0.053,0.062,1,0.474,0.562,9,0,0,0,19,16
239120_B,,N1(c2ccncc2)CCN(CC(NC2CCC(C(OCC(C)C)=O)CC2)=O)CC1,2.111111111,0.795046392,45,0.49,0.49,198,24,69.530548,2,0,6,3,65,1,29,20,94.474228,1.4534496,0,0,22,0,0,36,0,4,3,0,0,1.2892202,-2.7939782,-0.49340719,0.61256516,2.7801681,-3.5168893,-0.51790577,0.55561465,2.8162725,-2.56394,-0.42368725,0.67384148,3.0150187,47.807453,7,0.22580644,6,67,2,31,9,0.29032257,59,0,20.639618,17.784477,14.612519,15.363597,14.00804,11.015983,7.0821877,7.7540202,0,0,0.78163809,19,2,-0.87101263,-0.34447324,0.081431635,2.9300261,-2.2601449,-0.32085985,0.1164553,2.8561933,-0.62894094,-0.21315792,0.13256615,3.1283622,23.658689,12.142772,7.8833818,19.516924,9.944314,6.4215059,6.6924973,7,3,1,0,2.135,-2.07599,11.451243,0,1,18,1,3,11,1,0,0,3.4081564,-1.4081564,0.11060898,0.21401688,130.95897,39.508106,6.6995511,62.657486,0,14.708499,114.44706,0,0,0,0,5.6825762,27.133842,2.503756,0.59318376,0.087361336,0.087361336,0.40681621,0.91263866,0.31945488,239.82411,35.320175,35.320175,164.47574,368.97968,129.15556,0.47368422,0.89999998,0,0,0,0,1,0,0,0,1,0,404.29984,0,0,0,404.29984,0,10,0,3,0,0,1,0.079800002,41.044907,13.004248,62.706287,113.12415,8.8215923,0,0,69.71508,75.473625,69.408775,11.04601,78.634163,0,29.956657,3.9819686,2.7567475,145.18871,126.1284,66.652031,77.220001,0.3796615,5.9541965,4.0063052,9.3612108,404.29984,471.14771,27.133842,0,5.6825762,11.365152,335.63907,30.161787,38.498993,404.55499,2876,40,144,0.172,0.227,5,0.103,0.136,3,0.069,0.091,2,0.517,0.682,15,0,0,0,29,22
246213_B,,c12c3c([nH]c1CC[C@H](C2)CNC)ccc(c3)O,2.166666667,0.613990331,42,0.58,0.76,79,28,40.311066,1,0,9,1,36,2,17,14,50.10371,1.3917696,0,0,14,0,0,19,0,2,1,0,0,1.6773713,-2.7233911,-0.56283939,0.61784524,2.7186675,-3.3912096,-0.4871802,0.68980968,2.716929,-2.5053134,-0.42964518,0.7559405,2.9486382,21.430933,2,0.10526316,10,38,0,19,2,0.10526316,28,0,11.828063,10.162392,8.6378279,9.4138489,8.2751884,6.3790908,4.6698856,5.6742344,1,0,0.7707262,9,1,-0.87697351,-0.3639752,0.11558188,2.7274592,-2.2475498,-0.29553261,0.14657615,2.7791865,-0.63691372,-0.21281886,0.17982833,2.9731245,12.055402,4.9382715,2.2907231,9.5677824,3.8580618,1.7672819,2.1713586,3,4,1,0,2.302,-1.7053,6.8784657,0,1,15,1,3,2,0,0,0,1.4468452,-0.44684517,0.30354708,0.55946213,97.059509,15.607642,14.141095,0,0,0,54.198967,2.2085397,0,0,13.566921,5.6825762,0,0,0.70423794,0.1059838,0.02806692,0.29576209,0.89401621,0.26769516,142.58371,21.458036,5.6825762,59.881542,181.00722,54.198967,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,202.46526,0,0,0,202.46526,0,5,0,3,0,0,0.47058824,1.17154,43.395977,0,16.78553,18.439579,10.353119,70.633995,0,57.646656,18.868406,5.2434282,6.81949,0,43.395977,21.196325,11.185751,4.7171016,109.53477,18.439579,32.897186,52.630001,0.56150466,5.2479277,2.8959253,7.8728957,202.46526,275.28192,0,0,5.6825762,11.365152,177.53317,0,24.932074,231.319,498,26,92,0.471,0.571,8,0.059,0.071,1,0,0,0,0.353,0.429,6,0,0,0,17,14
248296_B,,C1[C@]([C@@]2([C@@H]([C@H]3[C@]([C@@]4(C(=CC(=O)CC4)[C@H](C3)C)C)(F)CC2)C1)C)(OC(C)=O)C(C)=O,3.813953488,0.814285647,43,0.51,0.8,209,66,68.009171,3,0,0,0,62,0,29,22,84.656067,1.3654205,0,0,24,0,1,33,0,0,4,0,0,1.7310791,-2.9285305,-0.43789837,0.28603974,2.992816,-2.9013283,-0.31864095,0.32364076,3.0247509,-2.6925809,-0.216758,0.48550257,3.2268145,42.068832,2,0.0625,0,65,4,32,3,0.09375,61,0,21.405413,18.270105,16.259148,16.698307,13.410974,11.056174,9.846571,10.417121,7,0,0.8094188,12,0,-0.79002076,-0.38782665,-0.10179578,3.4234149,-0.90226829,-0.27888492,-0.019978603,3.4799604,-0.5388869,-0.19749847,0.076736726,3.6414714,22.203125,7,2.814991,19.458529,6.104465,2.44594,4.0959964,4,0,1,0,3.823,-4.3027301,10.879969,0,1,20,1,4,2,1,0,0,1.4278253,-1.4278253,0.190935,0.20950107,205.51044,45.216946,29.408449,16.917038,0,14.708499,0,2.2085397,0,0,0,11.908636,43.204517,0,0.81082404,0.15530838,0.14932454,0.18917599,0.84469163,0.039851461,299.26141,57.321693,55.113155,69.821655,311.76135,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,369.08307,0,0,0,369.08307,0,6,1,4,0,0,0.10344828,4.7473001,0,19.120686,82.58654,0,13.232388,3.185575,0,17.643185,132.07884,181.59019,10.6784,82.58654,14.960114,13.232388,3.185575,0,149.72202,19.120686,166.63008,60.439999,0.38828552,6,3.2322102,9.4582624,369.08307,458.6723,40.700764,0,0,0,294.25299,34.129295,40.700764,404.522,1884,68,172,0,0,0,0.241,0.292,7,0.172,0.208,5,0.655,0.792,19,0,0,0,29,24
252222_B,,O1[C@@]2([C@H]1[C@]1(C[C@@]3([C@]2([C@H]([C@H](OC(C)=O)[C@@]2([C@H]3CC[C@@]3([C@@H]2[C@@H]([C@@H](OC(C)=O)[C@@]2([C@H]3C=CC(=O)OC2)[C@H](OC(C)=O)C)OC(C)=O)C)C)OC(C)=O)C)O)CO1)C(OC)=O,4.891891892,0.648648649,37,0.25,0.52,400,83,118.70724,10,0,0,0,109,1,57,33,158.94524,1.4582132,0,0,40,0,0,52,0,0,17,0,0,1.5279638,-3.0091908,-0.29827279,0.21448682,3.1064541,-3.0594702,-0.30666119,0.20038673,3.0318847,-2.784658,-0.11606256,0.33327475,3.309269,80.796761,7,0.11111111,0,115,8,63,13,0.20634921,107,0,42.051311,33.865574,26.886387,27.687351,26.472284,19.312214,13.422809,14.209391,16,0,0.88967341,15,0,-0.79425222,-0.41973379,-0.10103918,3.9261551,-0.90889561,-0.3183009,-0.037,3.9020398,-0.53734976,-0.18129168,-0.013638041,4.1315036,45.037037,15.07654,5.9980164,39.61021,13.228445,5.2540398,9.1926575,17,1,0,2,1.83248,-6.3687201,19.294989,1,1,32,0,7,7,3,0,0,4.8859096,-4.8859096,0.06121419,0.071822628,155.8764,31.616989,155.50076,122.06798,0,102.9595,0,15.808495,0,0,0,13.566921,99.97596,17.526293,0.6726411,0.20545225,0.18333934,0.32735893,0.79454774,0.14401957,480.87064,146.87767,131.06917,234.02867,568.02161,102.9595,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,714.89929,0,0,0,714.89929,0,8,1,7,0,0,0.42105263,1.6671,25.385227,54.21825,304.84641,41.852516,13.232388,35.383869,0,35.286369,56.605217,299.93414,18.787081,266.03452,25.385227,13.232388,38.811897,0,91.891586,96.070763,335.31799,229.39,0.23667568,6.9772801,3.5604734,11.472361,714.89929,845.72937,99.97596,0,0,0,480.87064,120.48579,113.54288,804.83899,10115,137,338,0,0,0,0.281,0.4,16,0.158,0.225,9,0.544,0.775,31,0,0,0,57,40
258573_B,,N1([C@@H]2C(N(C(=O)CC2)COC(CNC)=O)=O)C(c2ccccc2C1=O)=O,2.87804878,0.802287034,41,0.49,0.66,158,37,50.034275,5,0,6,1,44,0,26,11,75.404808,1.7137457,0,0,17,0,0,18,0,3,6,0,0,1.6771585,-2.6127079,-0.57632452,0.56435376,2.6967733,-3.3847427,-0.5543626,0.59130865,2.6064527,-2.3803225,-0.39390498,0.72799611,2.9356561,30.343725,5,0.17857143,6,46,5,28,6,0.21428572,35,0,18.84457,14.136446,10.215178,11.275657,12.451596,8.1992531,4.2313805,5.3745747,1,0,0.8834458,13,1,-0.86276942,-0.44124061,0.10456173,2.6828704,-2.2474706,-0.39478368,0.096460044,2.5936878,-0.63609779,-0.23161648,0.18656987,2.9189591,20.727041,9,4.2244897,14.936492,6.3937478,2.9705956,3.6730831,9,2,1,0,0.033,-2.47737,9.0637255,0,1,16,1,3,5,1,0,0,3.1011941,-2.1011941,0.1449459,0.12936662,79.042473,20.225574,5.6825762,6.6995511,12.949531,65.398079,68.907463,0,0,0,0,0,70.338364,0,0.33911112,0.21363622,0.21363622,0.66088885,0.78636378,0.44725266,111.65018,70.338364,70.338364,217.59343,258.90524,147.25508,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,329.24362,0,0,0,329.24362,0,7,1,3,0,0,1,-1.5059,18.01075,35.029224,86.568504,38.937008,54.095581,32.897186,0,70.572739,37.736813,0,8.5492401,130.31097,24.259378,0,10.353119,0,108.30955,67.717606,32.897186,117.67,0.41210872,5.8073549,3.4212801,9.1132622,329.24362,387.34915,67.834602,0,5.6825762,5.6825762,160.16656,95.559868,73.517181,360.34598,1658,45,136,0.231,0.353,6,0.038,0.059,1,0.192,0.294,5,0.231,0.353,6,0,0,0,26,17
268863_B,,C1(c2c(cccc2)c2c1cccc2)(c1n(c(CC)cn1)C)CCCCN1CCC(NC(c2c(Oc3ccccc3)cccc2)=O)CC1,3.378378378,0.849526143,37,0.32,0.49,342,53,108.16969,2,0,29,1,92,1,47,39,123.37468,1.3410292,0,0,41,0,0,45,0,4,2,0,0,0.90624684,-2.8256934,-0.57360327,0.63917339,2.8057575,-3.5027604,-0.51555341,0.70651335,2.748981,-2.6138043,-0.44973639,0.77382511,3.0149405,57.348316,11,0.20754717,29,98,1,53,12,0.2264151,68,0,32.218758,27.54454,24.833616,27.942736,23.079685,17.250061,13.66212,17.492332,0,0,0.74029887,22,1,-0.8848756,-0.37549534,0.065661646,3.1620457,-2.2597454,-0.29471993,0.14580581,3.2035952,-0.62997895,-0.20984818,0.1685237,3.4054799,35.40477,16.559999,7.6351166,26.395391,12.262162,5.6263084,6.8864803,6,2,0,2,9.3520002,-9.08529,19.001001,0,1,38,0,7,13,4,0,0,2.5081146,-1.5081145,0.11532547,0.20936427,219.11038,33.175106,112.16459,0,0,73.848053,0,135.30211,0,0,0,11.365152,13.566921,2.503756,0.83148456,0.27076235,0.045647558,0.16851547,0.72923762,0.12286791,499.7522,162.73795,27.435829,101.28388,438.29813,73.848053,0.5,1,0,0,0,0,1,0,0,0,1,0,601.03607,0,0,0,601.03607,0,11,0,7,0,0,0.46808511,7.0963702,32.134953,23.943405,3.9819686,55.318733,38.503609,18.868406,0,323.51965,94.342026,76.71006,18.748791,26.98653,29.684509,18.01075,29.110218,6.37115,430.35892,60.577518,66.223206,60.59,0.27777714,6.7279205,4.2533331,10.78786,601.03607,784.11169,19.249496,0,0,5.6825762,549.46014,26.64385,24.932074,625.83698,9563,83,256,0.574,0.659,27,0.021,0.024,1,0.021,0.024,1,0.277,0.317,13,0,0,0,47,41
2723807_B,,ClC(Cl)(Cl)[C@@H]1O[C@@H]2[C@@H](O)[C@@H](O[C@@H]2O1)[C@@H](O)CO,3.288888889,1.046097982,45,0.43,0.36,59,13,32.766724,6,0,0,0,28,3,17,8,52.287529,1.8674117,0,0,8,3,0,11,0,0,6,0,0,2.0121307,-2.5720572,-0.50415212,0.63263017,2.8412414,-2.7712424,-0.57740295,0.68949997,2.6511784,-2.3756659,-0.40497649,0.69290221,3.0200746,19.033278,2,0.11111111,0,29,0,18,3,0.16666667,29,0,12.792529,10.639275,4.6712084,4.6712084,7.8415537,5.9779358,2.0302567,2.0302567,6,6,1.1929455,9,0,-0.79320627,-0.38582695,0.12175242,2.5765126,-0.95686728,-0.46422052,0.14450501,2.4633644,-0.52625132,-0.22410212,0.37058637,2.766119,13.432098,4.5918369,2.4197531,17.099779,5.9346814,3.1648326,5.9695144,6,3,1,0,-0.35392001,-1.87774,5.8268261,1,1,9,1,2,2,0,0,0,1.8341516,-1.8341516,0.15328996,0.1775517,0,0,0,8.458519,47.434032,29.416998,0,0,88.745842,0,0,40.700764,0,7.5112681,0.43733066,0.61618507,0.21691002,0.56266934,0.3838149,0.3457593,97.204361,136.95787,48.212032,125.06306,85.309547,76.851028,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,222.26743,0,0,0,222.26743,0,5,0,2,0,0,1,-0.46290001,76.155678,0,75.927269,20.926258,0,0,0,0,0,117.44593,5.7796402,32.999664,76.155678,0,42.927601,0,0,20.926258,117.44593,88.379997,0.54234898,5.1699252,2.9250762,7.8645682,222.26743,250.17152,7.5112681,0,0,0,144.6384,29.416998,48.212032,309.52899,507,26,92,0,0,0,0,0,0,0,0,0,0.471,1,8,0,0,0,17,8
27278_B,,COc1ccc(cc1)[C@H](CN(C)C)C1(O)CCCCC1,2.377777778,0.739035073,45,0.52,0.53,98,19,51.294205,2,0,6,1,48,1,20,17,61.985394,1.2913624,0,0,17,0,0,28,0,1,2,0,0,2.0346856,-2.8254077,-0.5371424,0.53440219,2.8135865,-3.473371,-0.51291692,0.55073786,2.8695369,-2.5938554,-0.38461161,0.68156719,3.0435309,33.845795,5,0.23809524,6,49,0,21,5,0.23809524,43,0,14.587576,12.984854,11.629392,12.303119,9.5486603,7.7036052,5.5140724,6.3703566,1,1,0.73658103,10,1,-0.88754177,-0.36267808,-0.01199542,2.9316158,-2.2596095,-0.28177637,0.11392701,2.9521084,-0.63101703,-0.2015574,0.12358875,3.1414678,16.371881,7.3198571,4.25,14.468102,6.4241943,3.7111812,4.6472945,3,2,1,0,3.207,-2.4869499,8.287324,0,1,12,1,2,7,0,0,0,1.6739542,-0.67395425,0.21852382,0.48621264,110.65946,8.458519,2.2085397,35.658428,0,20.299505,67.79892,33.825527,0,0,0,13.566921,0,2.503756,0.64685994,0.16915138,0.054480642,0.35314006,0.83084863,0.29865941,190.81049,49.896206,16.070677,104.16911,245.08337,88.098427,0.5,1,0,0,0,0,1,0,0,0,1,0,294.97958,0,0,0,294.97958,0,5,0,2,0,0,0.050000001,1.6185,39.50943,0,0,18.439579,3.185575,101.17825,4.4107962,70.572739,94.342026,5.2434282,8.1447496,3.1243138,36.385113,0,12.839799,0,164.91476,18.439579,101.17825,33.900002,0.48464775,5.3923173,3.0437269,8.3703442,294.97958,339.66663,2.503756,0,0,0,278.90891,0,16.070677,278.41599,792,30,100,0.3,0.353,6,0.05,0.059,1,0,0,0,0.55,0.647,11,0,0,0,20,17
27309_B,,C[N@@]1CCC[C@@H](CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,2.583333333,0.731247032,48,0.45,0.68,159,38,61.671825,2,0,12,1,52,0,27,21,77.464081,1.4896938,0,0,22,1,0,25,0,3,1,0,0,1.4578929,-2.6823363,-0.55196667,0.70071685,2.7794437,-3.4774623,-0.53807992,0.75260437,2.6897683,-2.4816492,-0.47364169,0.84485751,2.9893398,32.008175,3,0.1,12,55,2,30,3,0.1,41,0,18.802753,16.375362,13.438793,14.940947,13.114194,10.055911,7.1723208,9.0824833,1,0,0.79297787,13,1,-0.88544947,-0.37435991,0.08121442,2.8971672,-2.2594445,-0.28676477,0.16202019,2.8723991,-0.62988907,-0.21449883,0.19305076,3.1292031,20.280001,9.212018,4.7755103,16.249695,7.3144426,3.7662432,4.4021282,4,1,1,0,5.1599998,-5.2767701,10.991485,0,1,24,1,4,6,0,0,0,1.8691618,-0.86916178,0.19559947,0.30548429,112.868,45.044827,22.508045,0,0,53.548542,33.89946,33.825527,29.581947,0,9.4210396,0,13.566921,0,0.71486002,0.24387282,0.03829604,0.28514001,0.75612718,0.24684395,253.24939,86.395439,13.566921,101.01492,267.86887,87.448006,0.46153846,0.85714287,0,0,0,0,1,0,0,0,1,0,354.26431,0,0,0,354.26431,0,7,0,4,0,0,0.7037037,2.8097701,3.1243138,11.017323,3.9819686,36.879158,33.418941,68.428604,3.5006065,141.14548,56.605217,39.148643,10.85642,26.98653,19.664799,0,17.039301,0,216.61909,44.894688,72.04583,37.110001,0.41024774,5.9068904,3.3823411,9.2384777,354.26431,451.10339,22.987961,0,0,0,311.62726,19.649082,22.987961,382.91498,1795,47,144,0.444,0.545,12,0.037,0.045,1,0.074,0.091,2,0.296,0.364,8,0,0,0,27,22
291257_B,,N12[C@H](CC(=C1C(O)=O)OC)[C@H](C2=O)[C@@H](C)O,3.463414634,0.886141567,41,0.77,0.84,92,32,30.711515,3,2,0,0,28,1,16,8,46.757465,1.6699095,0,0,10,0,0,12,0,1,5,0,0,2.1497884,-2.7118282,-0.54304332,0.53929555,2.8103108,-2.8448317,-0.5553081,0.46605822,2.7169223,-2.4789448,-0.36313382,0.64356881,3.0474572,19.888483,3,0.17647059,0,29,3,17,3,0.17647059,26,0,12.033015,8.9665775,6.4391575,6.7485585,7.4852695,4.9828501,2.7944937,3.0605135,3,0,0.92602628,7,-1,-0.84652668,-0.4968985,0.036525693,2.5167305,-1.4898616,-0.42551091,-0.008420687,2.4689834,-0.5479455,-0.21111557,0.13672183,2.7531266,12.456747,4.3491125,1.7645429,10.1092,3.4763994,1.3944627,2.196476,6,1,1,0,-0.74599999,-0.63194001,5.3073502,0,1,8,1,2,3,0,0,0,1.2081823,-2.2081823,0.19973749,0.24592304,29.408449,45.675064,8.9080906,44.116947,12.949531,0,0,0,0,0,0,13.566921,13.566921,29.637598,0.64757043,0.28697151,0.28697151,0.35242954,0.71302849,0.06545803,128.10855,56.771439,56.771439,69.72097,141.05809,12.949531,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,197.82953,0,0,0,197.82953,0,4,0,2,0,0,1,-1.7941999,68.068573,9.847106,69.174942,0,4.4107962,43.384045,0,0,18.868406,33.326015,4.9463801,101.40766,28.509541,4.4107962,18.450794,0,18.868406,6.7227917,68.709885,89.900002,0.56510133,5.0874629,2.6582913,7.728435,197.82953,231.2159,43.204517,27.133842,0,0,113.40005,27.65803,56.771439,226.20799,405,25,86,0,0,0,0.188,0.3,3,0.25,0.4,4,0.375,0.6,6,0,0,0,16,10
