MOLECULE,Source,SMILES,meanComplexity,stdevComplexity,Votes,DESCRIPTORCOMPLEXITY_APCOMPLEX,DESCRIPTORCOMPLEXITY_TTCOMPLEX,DESCRIPTORCOMPLEXITY_UNIQUEAP,DESCRIPTORCOMPLEXITY_UNIQUETT,MOE_2D_APOL,MOE_2D_A_ACC,MOE_2D_A_ACID,MOE_2D_A_ARO,MOE_2D_A_BASE,MOE_2D_A_COUNT,MOE_2D_A_DON,MOE_2D_A_HEAVY,MOE_2D_A_HYD,MOE_2D_A_IC,MOE_2D_A_ICM,MOE_2D_A_NB,MOE_2D_A_NBR,MOE_2D_A_NC,MOE_2D_A_NCL,MOE_2D_A_NF,MOE_2D_A_NH,MOE_2D_A_NI,MOE_2D_A_NN,MOE_2D_A_NO,MOE_2D_A_NP,MOE_2D_A_NS,MOE_2D_BALABANJ,MOE_2D_BCUT_PEOE_0,MOE_2D_BCUT_PEOE_1,MOE_2D_BCUT_PEOE_2,MOE_2D_BCUT_PEOE_3,MOE_2D_BCUT_SLOGP_0,MOE_2D_BCUT_SLOGP_1,MOE_2D_BCUT_SLOGP_2,MOE_2D_BCUT_SLOGP_3,MOE_2D_BCUT_SMR_0,MOE_2D_BCUT_SMR_1,MOE_2D_BCUT_SMR_2,MOE_2D_BCUT_SMR_3,MOE_2D_BPOL,MOE_2D_B_1ROTN,MOE_2D_B_1ROTR,MOE_2D_B_AR,MOE_2D_B_COUNT,MOE_2D_B_DOUBLE,MOE_2D_B_HEAVY,MOE_2D_B_ROTN,MOE_2D_B_ROTR,MOE_2D_B_SINGLE,MOE_2D_B_TRIPLE,MOE_2D_CHI0,MOE_2D_CHI0V,MOE_2D_CHI0V_C,MOE_2D_CHI0_C,MOE_2D_CHI1,MOE_2D_CHI1V,MOE_2D_CHI1V_C,MOE_2D_CHI1_C,MOE_2D_CHIRAL,MOE_2D_CHIRAL_U,MOE_2D_DENSITY,MOE_2D_DIAMETER,MOE_2D_FCHARGE,MOE_2D_GCUT_PEOE_0,MOE_2D_GCUT_PEOE_1,MOE_2D_GCUT_PEOE_2,MOE_2D_GCUT_PEOE_3,MOE_2D_GCUT_SLOGP_0,MOE_2D_GCUT_SLOGP_1,MOE_2D_GCUT_SLOGP_2,MOE_2D_GCUT_SLOGP_3,MOE_2D_GCUT_SMR_0,MOE_2D_GCUT_SMR_1,MOE_2D_GCUT_SMR_2,MOE_2D_GCUT_SMR_3,MOE_2D_KIER1,MOE_2D_KIER2,MOE_2D_KIER3,MOE_2D_KIERA1,MOE_2D_KIERA2,MOE_2D_KIERA3,MOE_2D_KIERFLEX,MOE_2D_LIP_ACC,MOE_2D_LIP_DON,MOE_2D_LIP_DRUGLIKE,MOE_2D_LIP_VIOLATION,MOE_2D_LOGP(O/W),MOE_2D_LOGS,MOE_2D_MR,MOE_2D_MUTAGENIC,MOE_2D_NMOL,MOE_2D_OPR_BRIGID,MOE_2D_OPR_LEADLIKE,MOE_2D_OPR_NRING,MOE_2D_OPR_NROT,MOE_2D_OPR_VIOLATION,MOE_2D_PC+,MOE_2D_PC-,MOE_2D_PEOE_PC+,MOE_2D_PEOE_PC-,MOE_2D_PEOE_RPC+,MOE_2D_PEOE_RPC-,MOE_2D_PEOE_VSA+0,MOE_2D_PEOE_VSA+1,MOE_2D_PEOE_VSA+2,MOE_2D_PEOE_VSA+3,MOE_2D_PEOE_VSA+4,MOE_2D_PEOE_VSA+5,MOE_2D_PEOE_VSA+6,MOE_2D_PEOE_VSA-0,MOE_2D_PEOE_VSA-1,MOE_2D_PEOE_VSA-2,MOE_2D_PEOE_VSA-3,MOE_2D_PEOE_VSA-4,MOE_2D_PEOE_VSA-5,MOE_2D_PEOE_VSA-6,MOE_2D_PEOE_VSA_FHYD,MOE_2D_PEOE_VSA_FNEG,MOE_2D_PEOE_VSA_FPNEG,MOE_2D_PEOE_VSA_FPOL,MOE_2D_PEOE_VSA_FPOS,MOE_2D_PEOE_VSA_FPPOS,MOE_2D_PEOE_VSA_HYD,MOE_2D_PEOE_VSA_NEG,MOE_2D_PEOE_VSA_PNEG,MOE_2D_PEOE_VSA_POL,MOE_2D_PEOE_VSA_POS,MOE_2D_PEOE_VSA_PPOS,MOE_2D_PETITJEAN,MOE_2D_PETITJEANSC,MOE_2D_Q_PC+,MOE_2D_Q_PC-,MOE_2D_Q_RPC+,MOE_2D_Q_RPC-,MOE_2D_Q_VSA_FHYD,MOE_2D_Q_VSA_FNEG,MOE_2D_Q_VSA_FPNEG,MOE_2D_Q_VSA_FPOL,MOE_2D_Q_VSA_FPOS,MOE_2D_Q_VSA_FPPOS,MOE_2D_Q_VSA_HYD,MOE_2D_Q_VSA_NEG,MOE_2D_Q_VSA_PNEG,MOE_2D_Q_VSA_POL,MOE_2D_Q_VSA_POS,MOE_2D_Q_VSA_PPOS,MOE_2D_RADIUS,MOE_2D_REACTIVE,MOE_2D_RINGS,MOE_2D_RPC+,MOE_2D_RPC-,MOE_2D_RSYNTH,MOE_2D_SLOGP,MOE_2D_SLOGP_VSA0,MOE_2D_SLOGP_VSA1,MOE_2D_SLOGP_VSA2,MOE_2D_SLOGP_VSA3,MOE_2D_SLOGP_VSA4,MOE_2D_SLOGP_VSA5,MOE_2D_SLOGP_VSA6,MOE_2D_SLOGP_VSA7,MOE_2D_SLOGP_VSA8,MOE_2D_SLOGP_VSA9,MOE_2D_SMR,MOE_2D_SMR_VSA0,MOE_2D_SMR_VSA1,MOE_2D_SMR_VSA2,MOE_2D_SMR_VSA3,MOE_2D_SMR_VSA4,MOE_2D_SMR_VSA5,MOE_2D_SMR_VSA6,MOE_2D_SMR_VSA7,MOE_2D_TPSA,MOE_2D_VADJEQ,MOE_2D_VADJMA,MOE_2D_VDISTEQ,MOE_2D_VDISTMA,MOE_2D_VDW_AREA,MOE_2D_VDW_VOL,MOE_2D_VSA_ACC,MOE_2D_VSA_ACID,MOE_2D_VSA_BASE,MOE_2D_VSA_DON,MOE_2D_VSA_HYD,MOE_2D_VSA_OTHER,MOE_2D_VSA_POL,MOE_2D_WEIGHT,MOE_2D_WEINERPATH,MOE_2D_WEINERPOL,MOE_2D_ZAGREB,SP3CARBONS_CAR_ALLATOM_RATIO,SP3CARBONS_CAR_ALLCARBON_RATIO,SP3CARBONS_CAR_COUNT,SP3CARBONS_CHIRAL_ALLATOM_RATIO,SP3CARBONS_CHIRAL_ALLCARBON_RATIO,SP3CARBONS_CHIRAL_COUNT,SP3CARBONS_CSP2_ALLATOM_RATIO,SP3CARBONS_CSP2_ALLCARBON_RATIO,SP3CARBONS_CSP2_COUNT,SP3CARBONS_CSP3_ALLATOM_RATIO,SP3CARBONS_CSP3_ALLCARBON_RATIO,SP3CARBONS_CSP3_COUNT,SP3CARBONS_CSP_ALLATOM_RATIO,SP3CARBONS_CSP_ALLCARBON_RATIO,SP3CARBONS_CSP_COUNT,SP3CARBONS_TOTALATOM_COUNT,SP3CARBONS_TOTALCARBON_COUNT
208484,MDDR,c1(cccc(c1)\C=C\[C@@H](N(C(C)=O)O)C)Oc1ccc(cc1)C#N,2.488888889,0.582035593,45,0.57,0.51,157,20,50.048275,3,0,12,0,42,1,24,17,63.953171,1.5226946,0,0,19,0,0,18,0,2,3,0,0,1.6851096,-2.5092506,-0.64804614,0.68207908,2.4852483,-2.5867717,-0.55076051,0.76026177,2.4756997,-2.2504389,-0.4715693,0.85608661,2.7424111,23.871725,6,0.23999999,12,43,2,25,7,0.28,28,1,17.526733,13.50899,11.350853,13.242276,11.490402,7.4432116,5.9254265,8.1454315,1,0,0.77503246,15,0,-0.82472217,-0.42567143,0.077860214,2.4289222,-0.96388561,-0.31548029,0.16208909,2.5643268,-0.51456434,-0.21284881,0.19734645,2.7155368,20.313601,10.222222,6.6824455,13.901503,6.869523,4.4321661,3.9790287,5,1,1,0,3.6400001,-4.3084302,9.3224125,1,1,13,1,2,6,0,0,0,1.0258381,-1.0258381,0.25280938,0.29905871,158.08495,48.534027,26.999058,0,0,12.949531,0,31.616989,16.965525,0,17.742489,0,13.566921,2.503756,0.9117828,0.25047079,0.0488525,0.088217176,0.74952924,0.039364673,299.94302,82.395683,16.070677,29.020208,246.56757,12.949531,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,328.96326,0,0,0,328.96326,0,8,0,2,0,0,0.5,3.989984,10.999887,10.99743,53.448288,47.661102,6.37115,0,0,158.78867,17.643185,77.138885,9.1317797,23.862217,47.79789,25.604103,37.441723,0,158.78867,22.901968,66.652031,73.559998,0.42571631,5.643856,3.6667588,8.8376245,328.96326,392.52548,31.30941,0,0,0,244.93552,35.752792,48.274933,322.36398,1598,33,116,0.5,0.632,12,0.042,0.053,1,0.125,0.158,3,0.125,0.158,3,0.042,0.053,1,24,19
208487,MDDR,c1([C@@H]([C@@H](C)N)O)cc(ccc1)O,1.194444444,0.395772412,36,0.73,0.72,48,13,27.879103,2,0,6,1,26,2,12,9,38.379139,1.4761207,0,0,9,0,0,14,0,1,2,0,0,2.4224958,-2.5868404,-0.54331833,0.65253335,2.6245222,-3.299886,-0.50407434,0.66783589,2.5553479,-2.4033883,-0.43646333,0.75975859,2.8069334,13.984898,2,0.16666667,6,26,0,12,2,0.16666667,20,0,9.1378279,7.0656357,5.4641018,6.1378284,5.6090608,3.91078,3.020726,3.8770101,2,2,0.80783474,6,1,-0.85453546,-0.34089518,0.1852181,2.3919392,-2.2348192,-0.29655415,0.11539038,2.422498,-0.6412158,-0.21183144,0.16868311,2.5981452,10.083333,4.296875,2.7777777,8.1382713,3.3936946,2.1566947,2.3015673,3,5,1,0,0.77999997,-0.78812999,4.7574964,0,1,6,1,1,2,0,0,0,1.4024223,-0.40242234,0.31542632,0.52425855,49.634022,29.408449,8.458519,0,0,8.458519,24.442041,15.808495,0,0,13.566921,13.566921,0,0,0.7155236,0.26289529,0.083057411,0.2844764,0.73710471,0.20141898,116.87641,42.942337,13.566921,46.46748,120.40155,32.900558,0.5,1,0,0,0,0,1,0,0,0,1,0,163.34389,0,0,0,163.34389,0,3,0,1,0,0,0.16666667,0.1515,83.667641,0,3.9819686,0,3.185575,0,0,70.572739,6.4686494,38.569443,4.5527701,0,50.770454,32.897186,18.879622,0,70.572739,0,33.326015,68.099998,0.65002245,4.5849624,2.4735358,6.8644905,163.34389,190.7618,0,0,17.742489,17.742489,118.46756,0,44.876331,168.216,197,15,56,0.5,0.667,6,0,0,0,0,0,0,0.25,0.333,3,0,0,0,12,9
208491,MDDR,c12N(c3ccccc3)CCc1cc(CN(C(N)=O)O)cc2,2.19047619,0.587087048,42,0.5,0.69,105,29,44.399483,2,0,12,0,38,2,21,15,59.179489,1.557355,0,0,16,0,0,17,0,3,2,0,0,1.5281043,-2.4318652,-0.64846319,0.68858737,2.5330532,-2.5689244,-0.56365526,0.79371297,2.596235,-2.1550739,-0.4870843,0.85322136,2.8450541,21.522518,4,0.17391305,12,40,1,23,4,0.17391305,27,0,14.819627,11.567362,9.2401228,10.664926,10.147867,6.8518996,4.8558245,6.5993195,0,0,0.79881024,12,0,-0.82048845,-0.42284647,0.074374631,2.5735989,-1.3704529,-0.31280845,0.16043085,2.6958194,-0.50763404,-0.21268785,0.19304302,2.8733125,15.879017,7.0507812,3.6734693,10.94616,4.7614241,2.4415841,2.4818718,5,3,1,0,2.1730001,-3.2167499,8.041893,1,1,16,1,3,3,0,0,0,0.80281699,-0.80281699,0.48548299,0.3000145,126.26711,20.299505,0,20.299505,0,0,17.440542,33.825527,34.708015,0,0,13.566921,0,0,0.88360876,0.3081767,0.050925519,0.11639127,0.6918233,0.065465748,235.39966,82.100464,13.566921,31.007463,184.30666,17.440542,0.5,1,0,0,0,0,1,0,0,0,1,0,266.40714,0,0,0,266.40714,0,6,0,3,0,0,0.5714286,2.9170699,36.0215,10.568603,25.604103,18.439579,6.37115,18.868406,0,141.14548,0,47.815289,8.1554203,23.862217,5.7386465,28.728416,6.37115,38.410683,178.45346,23.269535,0,69.800003,0.48250595,5.523562,3.3344147,8.457839,266.40714,333.23932,13.566921,0,0,17.742489,200.69165,17.440542,48.274933,283.33099,987,31,110,0.571,0.75,12,0,0,0,0.048,0.062,1,0.143,0.188,3,0,0,0,21,16
208995,MDDR,c12c(NC(NC3CCCCC3)=S)ccnc1CCCC2,1.684210526,0.611523686,38,0.48,0.76,91,28,49.696239,2,0,6,0,43,2,20,15,60.532574,1.4077343,0,0,16,0,0,23,0,3,0,0,1,1.4792939,-2.7894521,-0.54617852,0.61493677,2.7242603,-2.7759762,-0.50210571,0.75160694,2.8321872,-2.5286367,-0.41722262,0.86946625,2.9859846,28.923761,2,0.090909094,6,45,1,22,4,0.18181819,38,0,13.786246,12.76797,10.096012,10.664926,9.8264999,8.2784653,6.1456118,6.7079082,0,0,0.78749406,11,0,-0.83899766,-0.37901407,0.084077954,2.6697369,-1.1645787,-0.3196139,0.18890825,2.7552369,-0.5268774,-0.20996647,0.2556518,2.9426515,14.917356,7.3198571,4.0233746,12.844377,6.2499967,3.414288,4.0138655,3,2,1,0,3.2,-3.94664,8.550848,0,1,17,1,3,5,0,0,0,0.61122167,-0.61122167,0.20065302,0.40639889,173.46011,40.398159,31.384512,0,0,0,0,0,0,0,11.365152,5.6825762,0,0,0.97833478,0.064995594,0.021665199,0.021665199,0.93500441,0,256.60794,17.047728,5.6825762,5.6825762,245.24278,0,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,262.2905,0,0,0,262.2905,0,6,0,3,0,0,1,3.5794401,18.01075,35.080803,3.9819686,0,5.9423227,37.736813,0,34.85754,132.07884,47.948776,8.7109404,0,16.78553,18.01075,9.9242916,20.767498,204.67319,0.28452146,45.192028,69.040001,0.49991596,5.4594316,3.2372344,8.3305311,262.2905,338.11429,37.067089,0,0,11.365152,200.69165,13.166624,48.43224,289.44699,865,28,102,0.25,0.312,5,0,0,0,0.05,0.062,1,0.5,0.625,10,0,0,0,20,16
209034,MDDR,N(c1ccc(F)cc1)(c1ccc(F)cc1)CCCN1CCN(c2ccc([N+]([O-])=O)cn2)CC1,2.295454545,0.841523117,44,0.31,0.32,165,20,67.794617,1,0,18,1,59,0,33,26,99.215767,1.6816232,0,0,24,0,2,26,0,5,2,0,0,1.1876742,-2.7954137,-0.62481636,0.68960786,2.7647376,-3.5159183,-0.53807992,0.80237633,2.5454748,-2.5776422,-0.48864764,0.81947142,2.9794047,38.685383,8,0.22222222,18,62,1,36,8,0.22222222,43,0,23.208532,18.16188,14.3006,16.192024,15.991203,10.970782,6.842093,8.9907312,0,0,0.82846105,18,1,-0.88183063,-0.40531781,0.062496264,2.8773253,-2.2600408,-0.31135395,0.16445385,2.8417656,-0.62943268,-0.21391784,0.18760051,3.1004164,26.074074,12.807997,7.4921956,19.115944,9.2923374,5.3943582,5.382782,7,1,1,0,4.5320001,-5.5153198,12.293202,1,1,24,1,4,10,1,0,0,2.7203593,-1.7203592,0.11287367,0.15011771,155.67555,55.94453,29.232254,60.898518,0,20.299505,47.298565,0,0,0,0,29.499847,33.931049,0,0.69723874,0.1465662,0.1465662,0.30276126,0.85343379,0.15619506,301.75085,63.430897,63.430897,131.02896,369.34894,67.598068,0.5,1,0,0,0,0,1,0,0,0,1,0,432.77982,0,0,0,432.77982,0,9,0,4,0,0,1,3.2012999,9.372942,23.871145,18.242037,161.57248,0,0,0,193.64619,18.868406,40.518391,12.30911,10.20993,46.705757,75.425674,0,10.598163,212.5146,110.63747,0,69.629997,0.3512581,6.1699252,3.9905903,9.7642965,432.77982,516.97418,5.6825762,0,0,0,381.97565,45.121613,5.6825762,454.50098,3820,50,170,0.515,0.708,17,0,0,0,0,0,0,0.212,0.292,7,0,0,0,33,24
209162,ChEMBL,C[C@@H](CNC1CCCCC1)OC(=O)c1ccccc1,1.394736842,0.670407326,38,0.55,0.62,94,18,46.867031,1,0,6,1,43,0,19,15,57.290283,1.3323323,0,0,16,0,0,24,0,1,2,0,0,1.6090841,-2.8060822,-0.51066542,0.65514767,2.7896202,-3.4190276,-0.50625825,0.66000098,2.8257408,-2.5910397,-0.43791449,0.70507878,3.0034597,29.110968,5,0.25,6,44,1,20,6,0.30000001,37,0,13.501789,11.677939,10.284093,11.087576,9.2540197,7.3483109,5.9627786,6.9519253,1,1,0.74761003,12,1,-0.86816412,-0.34147465,0.12629525,2.7331235,-2.2478807,-0.26386139,0.13900155,2.7038765,-0.63635951,-0.21409711,0.15971783,2.9137745,15.39,8.3232002,5.4791913,12.825631,6.8613009,4.4785972,4.6316061,3,2,1,0,3.8970001,-3.3075099,7.8266711,0,1,12,1,2,7,0,0,0,1.5527819,-0.55278194,0.24785182,0.53117126,155.8764,33.825527,5.6825762,0,8.458519,21.408051,20.299505,0,0,0,0,0,16.070677,0,0.746822,0.061427258,0.061427258,0.25317803,0.93857276,0.19175076,195.38451,16.070677,16.070677,66.236755,245.55058,50.166077,0.5,1,0,0,0,0,1,0,0,0,1,0,261.62128,0,0,0,261.62128,0,6,0,2,0,0,1,2.128,18.01075,7.7454643,21.450506,18.439579,27.047791,0,0,88.215919,94.342026,33.326015,7.4984899,34.862103,18.01075,0,13.636193,0,182.55795,26.185041,33.326015,42.91,0.5023343,5.321928,3.3668442,8.1591063,261.62128,318.58987,13.566921,0,5.6825762,5.6825762,225.15952,17.212255,19.249496,262.37299,830,23,90,0.316,0.375,6,0,0,0,0.053,0.062,1,0.474,0.562,9,0,0,0,19,16
209345,MDDR,c1(ccccc1)\C(C)=N\NC(N)=O,1.55,0.705336799,40,0.67,0.65,52,11,27.276724,2,0,6,0,24,2,13,7,38.701141,1.6125475,0,0,9,0,0,11,0,3,1,0,0,2.1917369,-2.2871187,-0.57845002,0.60777646,2.2637899,-2.5714884,-0.45196569,0.74039185,2.334939,-1.9777821,-0.40227428,0.75702298,2.5842385,12.983277,2,0.15384616,6,24,2,13,3,0.23076923,16,0,9.681798,7.3195634,5.3867512,6.2675848,6.1983771,3.8506966,2.6606836,3.7271802,0,0,0.79989994,8,0,-0.79898125,-0.40721366,0.081166051,2.1358752,-1.3708481,-0.30947983,0.15148291,2.2194409,-0.46703383,-0.19841968,0.19619456,2.4428935,11.076923,5.671875,4.1522493,7.0535641,3.4581921,2.4386864,1.8763523,4,3,1,0,1.245,-2.0236199,5.0759277,0,1,7,1,1,2,0,0,0,0.55714029,-0.55714029,0.72563052,0.42965141,81.251015,36.108002,0,0,0,0,17.440542,0,27.163528,9.4210396,0,13.566921,0,0,0.83234775,0.2711609,0.073354118,0.16765228,0.7288391,0.094298154,153.94359,50.151489,13.566921,31.007463,134.79956,17.440542,0.5,1,0,0,0,0,1,0,0,0,1,0,184.95105,0,0,0,184.95105,0,4,0,1,0,0,1,1.0789,50.785416,7.5867038,0,0,3.185575,16.663008,0,88.215919,0,57.188232,5.1372099,23.862217,16.663008,17.888229,3.185575,32.897186,88.215919,7.5867038,33.326015,67.480003,0.6193822,4.7004399,2.8245966,7.0633945,184.95105,207.67473,22.987961,0,0,27.163528,110.65946,24.140093,50.151489,177.207,274,14,58,0.462,0.667,6,0,0,0,0.154,0.222,2,0.077,0.111,1,0,0,0,13,9
209491,MDDR,c12[C@H]([C@@H](C(C)(C)Oc1ccc(c2)C#N)O)NC(\C=C\c1ccc(Cl)cc1)=O,3.128205128,0.882289771,39,0.59,0.7,208,37,56.415066,4,0,12,0,46,2,27,20,74.379677,1.6169494,0,0,21,1,0,19,0,2,3,0,0,1.5764788,-2.6978137,-0.64477348,0.70139927,2.7209456,-2.7859395,-0.53807992,0.78150845,2.6866179,-2.4629338,-0.47032177,0.85431087,2.9489655,25.384933,3,0.10344828,12,48,2,29,5,0.1724138,33,1,19.604084,15.69567,12.350853,14.18987,12.796863,8.8305683,6.6307683,8.7794065,2,0,0.82832342,14,0,-0.8206836,-0.41194794,0.081607588,2.7238407,-1.1320231,-0.29138613,0.16445385,2.7707293,-0.52229458,-0.21605732,0.23178314,2.9783549,21.702734,9.212018,5.3314347,16.467657,6.9103866,3.9654458,4.214736,5,2,1,0,3.9449999,-5.54105,10.510317,0,1,18,1,3,5,0,0,0,1.3183677,-1.3183677,0.20885442,0.25248858,189.70193,30.9953,20.299505,6.6995511,8.458519,12.949531,0,0,29.581947,0,17.742489,19.249496,13.566921,2.503756,0.83872527,0.23495339,0.10041302,0.16127475,0.7650466,0.060861733,295.02072,82.644608,35.320175,56.728226,269.10434,21.408051,0.5,1,0,0,0,0,1,0,0,0,1,0,351.74896,0,0,0,351.74896,0,7,0,3,0,0,0.44444445,3.709784,54.395866,5.2587838,30.330866,47.661102,9.5567245,0,3.5006065,141.14548,21.625153,111.04411,10.33515,23.862217,67.444473,18.01075,45.353123,0,141.14548,22.901968,105.80067,82.349998,0.40063059,5.8579812,3.5432227,9.211421,351.74896,439.07364,33.813168,0,0,5.6825762,265.43726,33.249039,53.062664,382.84698,1940,44,142,0.444,0.571,12,0.111,0.143,3,0.111,0.143,3,0.185,0.238,5,0.037,0.048,1,27,21
209692,MDDR,c12c(nc(CCCC)n(c1=O)Cc1ccc(c3c(c4[nH]nnn4)cccc3)cc1)ccc(c2)[C@@H]([C@@H]1CCCO1)OC,3.047619048,0.898474394,42,0.42,0.69,345,62,87.33017,4,4,23,0,74,0,41,29,112.76988,1.5239173,0,0,32,0,0,33,0,6,3,0,0,1.0737215,-2.6023128,-0.61374128,0.64577085,2.708724,-2.550616,-0.50474703,0.73320156,2.7433083,-2.3445415,-0.46268469,0.82133281,2.9381471,45.485832,10,0.2173913,23,79,2,46,10,0.2173913,54,0,28.183224,23.363327,19.455301,21.656126,20.15653,14.211542,10.581222,13.347668,2,2,0.78737313,18,-1,-0.88523608,-0.42237207,0.053855054,2.884084,-0.97874248,-0.3022075,0.13937712,2.9864957,-0.5287165,-0.20505854,0.20342948,3.1620939,31.00189,14.853516,7.1308641,23.132717,10.996799,5.2498169,6.2045326,9,0,0,2,6.04,-8.9911604,15.794015,0,1,33,0,6,11,5,0,0,1.5692774,-2.5692773,0.16781741,0.13755554,198.53609,35.907146,62.007061,44.116947,0,12.949531,0,79.042473,0,0,0,5.6825762,58.728004,5.0075121,0.83591366,0.29575151,0.1382893,0.16408634,0.70424849,0.025797043,419.60974,148.46057,69.418091,82.367622,353.51678,12.949531,0.5,1,0,0,0,0,1,0,0,0,1,0,501.97736,0,0,0,501.97736,0,9,0,6,0,0,0.68292683,6.2673998,16.663008,60.454994,28.468426,20.926258,33.418941,52.169399,0,205.95967,100.81068,54.522339,15.59945,45.861992,86.316826,0,22.494022,14.641393,306.85663,28.512962,68.709885,89.800003,0.30615681,6.523562,3.9980342,10.42558,501.97736,655.84027,69.418091,45.161087,0,0,397.22861,35.330658,69.418091,549.65497,6140,68,220,0.463,0.594,19,0,0,0,0.049,0.062,2,0.268,0.344,11,0,0,0,41,32
209694,MDDR,c12c(nc(CCCC)n(c1=O)Cc1ccc(c3c(c4[nH]nnn4)cccc3)cc1)ccc(c2)[C@@H]([C@@H]1C(N(C)CC1)=O)O,2.918918919,0.940913253,37,0.45,0.69,384,65,87.763374,4,4,23,0,74,1,42,28,115.09318,1.5553132,0,0,32,0,0,32,0,7,3,0,0,1.0697532,-2.6018202,-0.61374515,0.64577091,2.7199883,-2.5486839,-0.50834787,0.67403561,2.7069993,-2.3440356,-0.4638176,0.82281238,2.9616699,43.498623,9,0.19148937,23,79,3,47,9,0.19148937,53,0,29.216602,23.642399,19.248194,21.526369,20.439892,14.28126,10.369897,13.181002,2,2,0.79923683,19,-1,-0.88523608,-0.42145663,0.053856153,2.8867898,-0.97874248,-0.33766282,0.10681864,2.9754093,-0.52872646,-0.21570547,0.22004519,3.1653483,31.961069,14.6135,7.0620189,23.136076,10.48921,5.0391183,5.7780752,10,1,1,1,4.2160001,-8.12463,15.945507,0,1,33,0,6,9,4,0,0,1.6768444,-2.6768444,0.15705219,0.11869502,182.7276,35.907146,87.897575,8.458519,12.949531,12.949531,0,79.042473,0,0,0,19.249496,72.29493,0,0.77038354,0.33351836,0.1789806,0.22961645,0.66648167,0.050635848,394.03333,170.5869,91.544426,117.44349,340.88989,25.899061,0.47368422,0.89999998,0,0,0,0,1,0,0,0,1,0,511.47681,0,0,0,511.47681,0,10,0,6,0,0,1,4.9126,42.048233,68.838097,23.862217,18.439579,37.829739,49.682716,0,205.95967,81.942268,54.522339,15.79743,47.724434,114.82637,4.4107962,16.025373,14.641393,287.98822,31.285065,66.223206,111.88,0.3002032,6.5545888,4.0430818,10.49241,511.47681,663.63055,77.977501,45.161087,0,0,371.65219,48.280186,91.544426,562.65399,6599,72,228,0.452,0.594,19,0,0,0,0.071,0.094,3,0.238,0.312,10,0,0,0,42,32
209715,MDDR,c12c(n(c(n(c1=O)C[C@@H]1CO1)=O)C)ncn2C,2.131578947,0.800363491,38,0.7,0.72,95,28,32.407516,4,0,5,0,29,0,17,6,51.88773,1.7892321,0,0,10,0,0,12,0,4,3,0,0,1.8005412,-2.4819899,-0.31760266,0.17012991,2.7056007,-2.6745484,-0.20156284,0.30903694,2.5528874,-2.2094967,-0.041926779,0.42807057,2.9326143,24.210484,2,0.10526316,5,31,2,19,2,0.10526316,24,0,12.154336,9.5825138,6.5689139,7.0080719,8.0922241,5.3178158,1.3164966,1.4831632,1,1,0.89166325,7,0,-0.84104711,-0.43779692,-0.10356394,2.4685862,-1.0017254,-0.35841691,-0.037,2.4097083,-0.49178585,-0.14056861,0.06891638,2.7254291,12.055402,4.2806182,1.7777778,8.7202177,3.0276837,1.2350193,1.5530624,7,0,1,0,-0.917,-0.97981,5.7849107,1,1,13,1,3,2,0,0,0,1.8763448,-1.8763448,0.1785569,0.1860168,0,0,88.098427,73.197624,0,12.949531,17.440542,0,0,0,0,19.249496,13.566921,2.503756,0.71053559,0.15559116,0.15559116,0.28946441,0.84440881,0.13387325,161.29605,35.320175,35.320175,65.710251,191.68613,30.390074,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,227.0063,0,0,0,227.0063,0,4,1,3,0,0,1,0.1901,3.1243138,31.897676,17.468536,39.365837,26.618963,32.897186,0,16.78553,0,59.087322,5.8064499,58.724319,21.808937,3.1243138,9.2253971,2.3279202,16.78553,49.454575,65.794373,70.970001,0.56150466,5.2479277,2.6637485,7.9121437,227.0063,251.36731,35.320175,0,0,0,125.31497,66.371155,35.320175,236.231,463,29,96,0.176,0.3,3,0,0,0,0.118,0.2,2,0.294,0.5,5,0,0,0,17,10
